Year,Month,Bank,State,City,Effective_Days,ATM_Type,ATM_ID,Quarter,Fin_Txn,Non_Fin_Txn,Monthly_Txn,Monthly_Revenue,MHA_Revenue,ATM_Revenue_Total,Rent,Electricity_Bill,ATM_AMC,UPS_AMC,VSAT_AMC,Spare_Rep_SLM,Spare_Rep_AC,Spare_Rep_UPS,Compensation,Penalty,ATM_Housekeeping,Security,Insurance,Total_Cost,Gross_Profit,Gross_Profit_Percent,Txn_Range_Current,Txn_Range_Previous,Txn_Range_Previous_2,Margin_Status,Revenue_Performance,Uptime,Profit_Category
2024,Nov,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD296472,Q4,608,365.08,973.08,10945.39,2189.08,13134.47,17615,1946.16,6746,2150,2414,835,1324,225,1253,1424,1929,2756,1482,42099.16,55233.63,420.52,Low,Medium,High,Below 0%,Poor,90.74,Loss
2024,Dec,SBI,Jharkhand,Deoghar,29,Offsite,SBIJD216890,Q4,1460,749.2,2209.2,25646.02,5129.2,30775.22,29820,4418.41,5816,2432,2631,2305,1740,638,1457,1038,2632,2934,646,58507.41,89282.63,290.11,Medium,Low,Low,Below 0%,Poor,90.32,Loss
2023,Aug,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB154835,Q3,1183,757.5,1940.5,21532.52,4306.5,25839.02,12175,3881.01,3228,2440,1023,2543,1537,259,1726,1006,2103,4620,566,37107.01,62946.03,243.61,Low,High,High,Below 0%,Poor,90.45,Loss
2023,Mar,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD068648,Q1,1066,355.1,1421.1,17765.51,3553.1,21318.61,13874,2842.2,3255,1991,1887,741,1280,706,1645,1314,2060,2321,769,34685.2,56003.81,262.7,Low,Low,High,Below 0%,Poor,96.67,Loss
2023,Nov,SBI,Jharkhand,Hazaribagh,27,Offsite,SBIJH155697,Q4,2527,1006.33,3533.33,42936.65,8587.33,51523.98,13259,7066.66,5043,1362,2896,2377,497,1473,1835,1495,2240,3088,584,43215.66,94739.64,183.87,Medium,Medium,Low,Above 0%,Poor,90.82,Low Profit
2024,May,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR309545,Q2,5294,3095.63,8389.63,94888.15,18977.63,113865.78,20585,16779.26,5627,1391,1647,2335,705,525,1150,1041,2562,3025,897,58269.26,172135.05,151.17,High,Medium,Medium,Above 0%,Poor,90.94,High Profit
2023,Dec,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ091857,Q4,1224,535.95,1759.95,21039.73,4207.95,25247.68,15838,3519.89,4189,2543,1641,1808,1050,331,1608,1310,1560,4815,864,41076.89,66324.57,262.7,Low,Low,Low,Below 0%,Poor,93.8,Loss
2023,Jun,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD277189,Q2,3489,1641.4,5130.4,60541.98,12108.4,72650.37,12276,10260.79,6842,2358,2449,2752,1301,897,1417,1295,2683,3969,611,49110.79,121761.16,167.6,High,High,Low,Above 0%,Poor,91.05,High Profit
2023,Sep,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH099896,Q3,890,447.87,1337.87,15589.34,3117.87,18707.21,21330,2675.74,3152,1931,1572,2931,1026,325,1349,1036,2466,4831,919,45543.74,64250.95,343.46,Low,High,Medium,Below 0%,Poor,93.51,Loss
2023,Sep,SBI,Jharkhand,Deoghar,30,Offsite,SBIJD043978,Q3,2567,865.34,3432.34,42831.69,8566.34,51398.03,23035,6864.68,6051,1842,2255,1395,1806,291,1797,1110,1396,2583,1331,51756.68,103154.71,200.7,Medium,Medium,High,Below 0%,Poor,96.42,Loss
2024,Jul,SBI,Jharkhand,Ranchi,28,Brown Label,SBIJR184094,Q3,1191,372.25,1563.25,19726.24,3945.25,23671.49,14707,3126.5,3030,2504,2778,612,1239,1280,1186,1413,2972,3245,1149,39241.5,62912.99,265.78,Low,Low,Low,Below 0%,Poor,97.02,Loss
2023,Nov,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ231032,Q4,597,376.09,973.09,10835.45,2167.09,13002.54,27532,1946.18,6043,1221,2700,707,1791,564,1115,1399,1644,3761,1428,51851.18,64853.72,498.78,Low,Low,High,Below 0%,Poor,99.05,Loss
2024,Jul,SBI,Jharkhand,Jamshedpur,30,Brown Label,SBIJJ089536,Q3,5019,1528.82,6547.82,82929.1,16585.82,99514.92,15417,13095.64,5850,1533,2073,800,1265,736,1378,1064,2519,2549,512,48791.64,148306.56,149.03,High,High,Low,Above 0%,Poor,90.88,High Profit
2023,Dec,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD244486,Q4,1132,497.6,1629.6,19467.99,3893.6,23361.58,16269,3259.19,5481,2077,1977,741,1916,238,1849,1434,1216,2138,1320,39915.19,63276.78,270.86,Low,High,Low,Below 0%,Poor,96.18,Loss
2023,May,SBI,Jharkhand,Deoghar,26,Brown Label,SBIJD284717,Q2,3230,1502.22,4732.22,55961.12,11192.22,67153.34,29184,9464.45,5210,1719,1309,2922,1969,655,1316,1116,1225,3827,1301,61217.45,128370.79,191.16,Medium,Medium,High,Above 0%,Poor,94.23,Low Profit
2024,Nov,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD122186,Q4,2901,1004.84,3905.84,48539.18,9707.84,58247.01,27105,7811.67,6672,1534,2031,957,1949,459,1922,1197,2446,2132,590,56805.67,115052.68,197.53,Medium,Low,High,Above 0%,Poor,93.95,Low Profit
2024,Feb,SBI,Jharkhand,Ranchi,27,Onsite,SBIJR155997,Q1,1125,669.48,1794.48,20222.39,4044.48,24266.87,14680,3588.96,6697,2773,2279,920,697,1194,1607,1374,2777,3689,1359,43634.96,67901.83,279.81,Low,High,Low,Below 0%,Poor,97.33,Loss
2023,Apr,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD271762,Q2,2924,1541.98,4465.98,51569.89,10313.98,61883.87,15381,8931.96,3176,1772,1125,1553,838,550,1436,1126,2648,4057,962,43555.96,105439.82,170.38,Medium,Low,High,Above 0%,Poor,99.45,High Profit
2024,Aug,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH128116,Q3,958,440.19,1398.19,16570.95,3314.19,19885.13,16321,2796.38,3228,2608,1358,704,1233,1225,1686,1090,2668,3495,560,38972.38,58857.51,295.99,Low,Medium,High,Below 0%,Poor,98.01,Loss
2024,Oct,SBI,Jharkhand,Deoghar,29,Onsite,SBIJD101196,Q4,5050,2184.52,7234.52,86672.58,17334.52,104007.1,12476,14469.03,6385,1237,1225,2963,630,416,1194,1082,1842,3014,713,47646.03,151653.13,145.81,High,High,Low,Above 0%,Poor,97.95,High Profit
2023,Oct,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ066752,Q4,2945,1795.62,4740.62,53153.09,10630.62,63783.7,15215,9481.23,3909,2726,1754,2157,1527,943,1125,1155,1862,2735,1080,45669.23,109452.94,171.6,Medium,High,High,Above 0%,Poor,96.54,High Profit
2024,Jul,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ029464,Q3,4881,1821.06,6702.06,82320.32,16464.06,98784.38,22086,13404.13,6194,1324,1341,2443,1756,425,1082,1249,1879,2011,507,55701.13,154485.51,156.39,High,High,Medium,Above 0%,Poor,97.03,High Profit
2023,Dec,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH145815,Q4,2530,1519.51,4049.51,45547.54,9109.51,54657.05,21418,8099.02,5494,1392,2728,2489,945,1094,1024,1381,1170,4040,772,52046.02,106703.07,195.22,Medium,Medium,Medium,Above 0%,Poor,95.62,Low Profit
2023,Apr,SBI,Jharkhand,Deoghar,30,Brown Label,SBIJD181816,Q2,595,379.6,974.6,10823.02,2164.6,12987.62,12741,1949.21,5135,1870,1402,1321,1867,845,1034,1426,1988,3896,549,36023.21,49010.83,377.37,Low,High,High,Below 0%,Poor,91.5,Loss
2023,Jan,SBI,Jharkhand,Ranchi,29,Offsite,SBIJR075791,Q1,896,509.43,1405.43,15987.16,3197.43,19184.59,23881,2810.86,5522,2351,2838,1478,1656,945,1396,1363,2828,3426,1135,51629.86,70814.46,369.12,Low,High,Medium,Below 0%,Poor,97.06,Loss
2024,Mar,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD093596,Q1,1127,497.41,1624.41,19392.04,3878.41,23270.45,12350,3248.82,4426,2200,2472,1335,860,1334,1930,1308,2792,3850,1218,39323.82,62594.26,268.99,Low,Medium,High,Below 0%,Poor,93.03,Loss
2024,Oct,SBI,Jharkhand,Jamshedpur,29,Brown Label,SBIJJ046488,Q4,5835,2662.92,8497.92,100839.6,20167.92,121007.52,16159,16995.84,6793,2947,1714,2912,410,1113,1576,1014,2816,2949,1066,58464.84,179472.36,148.32,High,Low,Low,Above 0%,Good,91.4,High Profit
2023,Oct,SBI,Jharkhand,Bokaro,28,Brown Label,SBIJB294112,Q4,3442,1574.99,5016.99,59504.94,11900.99,71405.92,18139,10033.97,5139,2891,2598,1070,1974,296,1404,1030,1980,2215,842,49611.97,121017.9,169.48,High,Medium,High,Above 0%,Poor,90.04,High Profit
2024,Mar,SBI,Jharkhand,Bokaro,27,Offsite,SBIJB163625,Q1,5303,3545.41,8848.41,97272.06,19454.41,116726.48,18103,17696.83,4700,1987,2743,2469,1452,263,1887,1206,2596,3741,1149,59992.83,176719.3,151.4,High,Low,Medium,Above 0%,Poor,94.39,High Profit
2024,Jul,SBI,Jharkhand,Hazaribagh,30,Offsite,SBIJH199861,Q3,4252,2083.3,6335.3,74196.51,14839.3,89035.82,13027,12670.61,6359,1759,1589,1096,1028,1140,1859,1442,1442,3294,1342,48047.61,137083.42,153.96,High,High,High,Above 0%,Poor,96.83,High Profit
2024,Dec,SBI,Jharkhand,Jamshedpur,27,Brown Label,SBIJJ196268,Q4,1809,575.3,2384.3,30011.51,6002.3,36013.81,23855,4768.6,6732,1714,2073,1597,1572,1456,1890,1194,2831,3100,1038,53820.6,89834.41,249.44,Medium,High,Low,Below 0%,Poor,98.67,Loss
2024,Jun,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD043746,Q2,1810,820.73,2630.73,31253.63,6250.73,37504.35,18713,5261.45,3602,1155,1438,1670,285,926,1323,1085,1008,3405,1269,41140.45,78644.8,209.7,Medium,Low,Low,Below 0%,Poor,94.76,Loss
2023,Feb,SBI,Jharkhand,Hazaribagh,26,Brown Label,SBIJH141337,Q1,772,525.09,1297.09,14205.44,2841.09,17046.53,13654,2594.18,3805,2209,2903,2038,966,447,1554,1426,1762,3531,897,37786.18,54832.71,321.66,Low,High,Medium,Below 0%,Poor,95.6,Loss
2024,Nov,SBI,Jharkhand,Bokaro,30,Offsite,SBIJB165952,Q4,2357,902.74,3259.74,39868.7,7973.74,47842.44,28468,6519.48,6293,2095,1016,2231,1754,851,1537,1230,2523,2774,548,57839.48,105681.92,220.9,Medium,Low,Low,Below 0%,Poor,98.3,Loss
2023,Aug,SBI,Jharkhand,Bokaro,30,Brown Label,SBIJB221123,Q3,5465,3094.66,8559.66,97448.28,19489.66,116937.94,18149,17119.31,5322,2845,2382,2238,484,841,1154,1382,2790,4558,645,59909.31,176847.26,151.23,High,Medium,Low,Above 0%,Poor,98.18,High Profit
2024,May,SBI,Jharkhand,Jamshedpur,28,Brown Label,SBIJJ191084,Q2,5324,2317.26,7641.26,91446.28,18289.26,109735.54,25431,15282.51,4591,1104,1679,627,1366,1190,1421,1331,1788,3585,585,59980.51,169716.05,154.66,High,High,High,Above 0%,Poor,94.28,High Profit
2024,Jun,SBI,Jharkhand,Bokaro,30,Brown Label,SBIJB188594,Q2,779,393.16,1172.16,13650.79,2730.16,16380.94,18527,2344.31,6344,1098,1658,528,618,527,1485,1287,1790,4380,1190,41776.31,58157.26,355.03,Low,High,High,Below 0%,Poor,98.98,Loss
2023,Dec,SBI,Jharkhand,Ranchi,26,Offsite,SBIJR205662,Q4,2150,1344.36,3494.36,38971.78,7794.36,46766.13,24546,6988.71,3830,2805,1639,1275,555,317,1167,1192,1831,3188,1329,50662.71,97428.84,208.33,Medium,Low,High,Below 0%,Poor,92.74,Loss
2024,Feb,SBI,Jharkhand,Deoghar,27,Onsite,SBIJD269298,Q1,2666,1086.53,3752.53,45422.66,9084.53,54507.19,14265,7505.06,5317,2040,1734,1722,1402,729,1651,1394,1327,3945,1186,44217.06,98724.25,181.12,Medium,Low,High,Above 0%,Poor,93.85,Low Profit
2023,Jun,SBI,Jharkhand,Jamshedpur,30,Brown Label,SBIJJ298776,Q2,1068,609.31,1677.31,19066.57,3813.31,22879.88,15122,3354.63,4325,1027,1318,867,655,541,1223,1427,1550,3320,1127,35856.63,58736.51,256.72,Low,Medium,High,Below 0%,Poor,90.47,Loss
2024,Nov,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD224318,Q4,1289,868.95,2157.95,23679.74,4735.95,28415.69,16869,4315.9,3620,2956,2541,2440,1839,473,1880,1147,2428,3653,1100,45261.9,73677.59,259.28,Medium,Low,Medium,Below 0%,Poor,93.66,Loss
2024,Feb,SBI,Jharkhand,Dhanbad,27,Onsite,SBIJD182507,Q1,2319,802.89,3121.89,38799.46,7759.89,46559.35,19898,6243.78,6991,2588,1508,1486,1900,1259,1769,1198,2916,4312,1032,53100.78,99660.13,214.05,Medium,Medium,Low,Below 0%,Poor,93.31,Loss
2024,Dec,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD194434,Q4,3631,1252.36,4883.36,60726.82,12145.36,72872.19,18305,9766.73,5341,1124,2652,2031,1502,571,1056,1020,2696,3692,1343,51099.73,123971.92,170.12,Medium,Medium,Medium,Above 0%,Poor,92.99,High Profit
2023,Oct,SBI,Jharkhand,Hazaribagh,30,Offsite,SBIJH017909,Q4,4376,2455.29,6831.29,77916.47,15583.29,93499.76,16600,13662.59,6371,2557,1203,2741,854,1386,1596,1009,2384,3990,1072,55425.59,148925.35,159.28,High,Medium,Medium,Above 0%,Poor,90.44,High Profit
2023,Sep,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB278690,Q3,1264,759.45,2023.45,22757.24,4551.45,27308.68,27831,4046.89,5280,1363,1620,1231,1540,699,1558,1021,2469,2777,595,52030.89,79339.58,290.53,Medium,Medium,Medium,Below 0%,Poor,95.67,Loss
2023,Aug,SBI,Jharkhand,Deoghar,25,Brown Label,SBIJD181922,Q3,1391,433.58,1824.58,23032.88,4606.58,27639.46,14672,3649.15,3367,2244,1116,953,1478,1344,1684,1425,2211,3261,1377,38781.15,66420.61,240.31,Low,Medium,Medium,Below 0%,Poor,99.48,Loss
2024,Feb,SBI,Jharkhand,Ranchi,29,Onsite,SBIJR031457,Q1,1040,326.64,1366.64,17233.19,3446.64,20679.82,20432,2733.27,3678,1777,1408,2447,1432,1004,1003,1345,1309,3589,1178,43335.27,64015.1,309.55,Low,Low,Low,Below 0%,Poor,93.21,Loss
2023,Jun,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD142480,Q2,1802,1177.53,2979.53,32917.66,6583.53,39501.19,23073,5959.06,3655,1898,1754,830,535,514,1296,1367,2822,4098,1274,49075.06,88576.25,224.24,Medium,Medium,Medium,Below 0%,Poor,95.67,Loss
2023,Jan,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ248492,Q1,5482,3178.51,8660.51,98122.54,19624.51,117747.05,19406,17321.02,6920,2880,1383,2559,969,545,1868,1016,2090,3458,1445,61860.02,179607.06,152.54,High,Medium,Medium,Above 0%,Poor,96.13,High Profit
2023,Aug,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ063020,Q3,1206,718.13,1924.13,21680.65,4336.13,26016.77,26794,3848.26,4491,1901,1255,1596,1433,1212,1057,1069,2245,2273,1302,50476.26,76493.03,294.01,Low,Medium,High,Below 0%,Poor,90.47,Loss
2024,May,SBI,Jharkhand,Jamshedpur,26,Onsite,SBIJJ031542,Q2,1479,786.73,2265.73,26118.67,5223.73,31342.4,20927,4531.47,5001,2688,1401,2505,564,857,1946,1287,1609,2368,932,46616.47,77958.87,248.73,Medium,High,Low,Below 0%,Poor,99.13,Loss
2024,Mar,SBI,Jharkhand,Ranchi,30,Brown Label,SBIJR204433,Q1,856,423.58,1279.58,14957.88,2991.58,17949.45,14709,2559.15,3148,2327,2890,2666,1610,394,1129,1002,2570,2902,1125,39031.15,56980.6,317.45,Low,Low,Medium,Below 0%,Poor,96.38,Loss
2023,Nov,SBI,Jharkhand,Bokaro,29,Offsite,SBIJB129492,Q4,801,395.43,1196.43,13992.17,2798.43,16790.6,12401,2392.87,5799,2607,2835,1137,328,637,1576,1346,2467,4933,657,39115.87,55906.47,332.96,Low,High,Medium,Below 0%,Poor,96.06,Loss
2023,Nov,SBI,Jharkhand,Dhanbad,27,Brown Label,SBIJD191661,Q4,1769,953.91,2722.91,31304.54,6260.91,37565.45,28856,5445.82,5924,1079,2049,2375,1266,591,1991,1212,1158,4053,1095,57094.82,94660.27,251.99,Medium,Low,Medium,Below 0%,Poor,95.42,Loss
2023,Sep,SBI,Jharkhand,Hazaribagh,25,Offsite,SBIJH174036,Q3,1097,716.19,1813.19,20035.96,4007.19,24043.16,29933,3626.39,5175,1290,1260,2261,721,716,1637,1420,1500,3120,609,53268.39,77311.54,321.55,Low,Low,Medium,Below 0%,Poor,98.03,Loss
2024,Nov,SBI,Jharkhand,Hazaribagh,26,Brown Label,SBIJH087298,Q4,1703,529.36,2232.36,28191.82,5638.36,33830.19,22422,4464.73,5288,2402,1566,1039,1324,1261,1343,1366,1335,2180,1168,47158.73,80988.91,239.4,Medium,High,Medium,Below 0%,Poor,99.03,Loss
2023,Jun,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR037238,Q2,2191,1501.86,3692.86,40374.28,8074.86,48449.13,22298,7385.71,3976,2892,1848,2608,1413,1029,1681,1459,1944,2073,958,51564.71,100013.85,206.43,Medium,High,Medium,Below 0%,Poor,92.9,Loss
2023,Jul,SBI,Jharkhand,Hazaribagh,30,Offsite,SBIJH021860,Q3,1023,574.22,1597.22,18216.09,3643.22,21859.31,14840,3194.44,3091,2631,1483,666,469,1316,1808,1146,1331,4654,654,37283.44,59142.75,270.56,Low,Medium,Low,Below 0%,Poor,99.74,Loss
2023,Oct,SBI,Jharkhand,Dhanbad,30,Onsite,SBIJD018557,Q4,911,497.03,1408.03,16150.14,3230.03,19380.16,14190,2816.05,4629,2690,2960,1637,1808,679,1990,1069,1251,4970,715,41404.05,60784.22,313.64,Low,Medium,Low,Below 0%,Poor,93.81,Loss
2023,Mar,SBI,Jharkhand,Hazaribagh,26,Onsite,SBIJH049556,Q1,2067,631.78,2698.78,34163.89,6832.78,40996.67,29244,5397.56,3860,2517,2009,1453,402,980,1514,1326,2221,3927,1060,55910.56,96907.23,236.38,Medium,High,Medium,Below 0%,Poor,92.23,Loss
2023,Apr,SBI,Jharkhand,Bokaro,25,Onsite,SBIJB055633,Q2,2396,1646.17,4042.17,44170.85,8834.17,53005.02,14475,8084.34,3896,1330,1864,2684,315,835,1977,1364,2670,2051,1327,42872.34,95877.36,180.88,Medium,Low,High,Above 0%,Poor,91.49,Low Profit
2023,Sep,SBI,Jharkhand,Deoghar,28,Brown Label,SBIJD240586,Q3,2109,1207.9,3316.9,37674.48,7534.9,45209.38,14421,6633.79,6135,2432,2346,2118,1065,363,1339,1288,1121,2617,785,42663.79,87873.17,194.37,Medium,Medium,Medium,Above 0%,Poor,97.53,Low Profit
2024,Dec,SBI,Jharkhand,Jamshedpur,27,Brown Label,SBIJJ089106,Q4,1066,544.88,1610.88,18714.39,3742.88,22457.27,15527,3221.76,5140,2326,1318,1333,639,1424,1678,1499,1193,4281,910,40489.76,62947.03,280.3,Low,High,Low,Below 0%,Poor,98.18,Loss
2023,Jul,SBI,Jharkhand,Dhanbad,26,Brown Label,SBIJD114513,Q3,1185,373.81,1558.81,19644.05,3928.81,23572.86,14995,3117.62,5845,1363,1255,664,1002,1399,1160,1413,1662,4914,1300,40089.62,63662.48,270.07,Low,High,High,Below 0%,Poor,91.71,Loss
2023,Jun,SBI,Jharkhand,Dhanbad,28,Onsite,SBIJD122675,Q2,984,414.23,1398.23,16831.14,3366.23,20197.37,26311,2796.46,5252,2105,1180,1815,594,468,1626,1247,1273,4454,1483,50604.46,70801.83,350.55,Low,High,High,Below 0%,Poor,96.6,Loss
2023,Sep,SBI,Jharkhand,Jamshedpur,29,Offsite,SBIJJ255764,Q3,1239,381.93,1620.93,20494.63,4098.93,24593.55,27654,3241.85,5824,1739,1691,2628,604,1186,1940,1354,1878,2300,1103,53142.85,77736.41,316.08,Low,Low,Medium,Below 0%,Poor,94.1,Loss
2024,Sep,SBI,Jharkhand,Deoghar,30,Offsite,SBIJD221081,Q3,1048,424.18,1472.18,17840.88,3568.18,21409.06,14048,2944.35,3146,1326,2434,1592,1546,652,1494,1399,2264,3042,1428,37315.35,58724.41,274.3,Low,Medium,High,Below 0%,Poor,94.85,Loss
2024,Feb,SBI,Jharkhand,Jamshedpur,29,Offsite,SBIJJ148230,Q1,643,262.8,905.8,10959.0,2191.8,13150.81,27072,1811.6,4228,2695,2746,2518,1356,759,1005,1354,2130,2919,1291,51884.6,65035.41,494.54,Low,High,Medium,Below 0%,Poor,97.67,Loss
2024,Mar,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR186713,Q1,1823,842.48,2665.48,31557.42,6311.48,37868.9,29454,5330.97,4320,2931,1967,2015,1071,944,1622,1454,2054,3569,1161,57892.97,95761.87,252.88,Medium,Medium,Medium,Below 0%,Poor,93.03,Loss
2023,Apr,SBI,Jharkhand,Hazaribagh,25,Onsite,SBIJH038007,Q2,1195,448.12,1643.12,20165.58,4033.12,24198.69,23106,3286.23,5531,2081,1659,1303,1910,1192,1984,1148,1486,4720,1439,50845.23,75043.92,310.12,Low,Medium,Low,Below 0%,Poor,95.58,Loss
2023,Jun,SBI,Jharkhand,Dhanbad,28,Offsite,SBIJD043265,Q2,965,576.52,1541.52,17357.59,3471.52,20829.1,24634,3083.03,6419,1608,1121,749,690,1066,1697,1199,1487,2653,1300,47706.03,68535.14,329.04,Low,Low,High,Below 0%,Poor,91.35,Loss
2024,Apr,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ214826,Q2,2669,1285.12,3954.12,46460.59,9292.12,55752.71,24380,7908.24,4804,1067,2571,2142,1420,589,1093,1155,2565,3467,1208,54369.24,110121.95,197.52,Medium,Medium,High,Above 0%,Poor,99.15,Low Profit
2023,Apr,SBI,Jharkhand,Bokaro,27,Offsite,SBIJB013275,Q2,5278,2402.43,7680.43,91182.17,18236.43,109418.61,27131,15360.87,3329,1042,2734,1173,240,215,1515,1477,2275,4622,958,62071.87,171490.48,156.73,High,Low,Low,Above 0%,Poor,96.8,High Profit
2024,Aug,SBI,Jharkhand,Dhanbad,30,Offsite,SBIJD275970,Q3,510,203.39,713.39,8666.94,1733.39,10400.33,25168,1426.78,3780,1238,1272,1218,631,1337,1602,1227,2681,3130,853,45563.78,55964.11,538.1,Low,Medium,High,Below 0%,Poor,95.11,Loss
2024,Mar,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD253235,Q1,1042,601.09,1643.09,18635.44,3727.09,22362.52,26014,3286.17,4821,1706,1890,2650,1639,1278,1195,1339,2785,3589,604,52796.17,75158.7,336.09,Low,High,Medium,Below 0%,Poor,91.62,Loss
2023,Feb,SBI,Jharkhand,Bokaro,27,Brown Label,SBIJB132143,Q1,3400,1076.86,4476.86,56384.3,11276.86,67661.16,21617,8953.72,5875,2818,2700,1731,1289,461,1513,1488,2765,3704,978,55892.72,123553.88,182.61,Medium,Medium,Low,Above 0%,Poor,99.05,Low Profit
2023,Jun,SBI,Jharkhand,Dhanbad,27,Onsite,SBIJD230355,Q2,3587,1258.07,4845.07,60095.33,12019.07,72114.4,22314,9690.13,4998,2808,1213,1491,472,478,1037,1156,1798,4248,515,52218.13,124332.53,172.41,Medium,Medium,High,Above 0%,Poor,92.5,High Profit
2024,Jun,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD020866,Q2,1069,414.81,1483.81,18109.04,3621.81,21730.85,19154,2967.62,6301,2648,1460,2870,1647,658,1906,1260,2765,2896,1196,47728.62,69459.47,319.64,Low,Low,High,Below 0%,Poor,96.57,Loss
2023,Sep,SBI,Jharkhand,Bokaro,25,Brown Label,SBIJB163955,Q3,2551,798.47,3349.47,42257.34,8451.47,50708.81,28570,6698.94,6905,2273,2759,624,554,1410,1030,1389,1585,3610,1230,58637.94,109346.74,215.64,Medium,High,High,Below 0%,Poor,99.9,Loss
2024,Mar,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH070533,Q1,1594,1086.21,2680.21,29341.03,5868.21,35209.23,21753,5360.41,3461,1749,2621,1133,1052,1122,1541,1305,1015,2359,806,45277.41,80486.64,228.6,Medium,Medium,Medium,Below 0%,Poor,91.67,Loss
2024,Nov,SBI,Jharkhand,Hazaribagh,29,Brown Label,SBIJH154593,Q4,996,501.25,1497.25,17446.27,3489.25,20935.53,17915,2994.51,5940,2361,1927,2581,917,1008,1875,1024,1488,3423,550,44003.51,64939.04,310.19,Low,Low,High,Below 0%,Poor,98.45,Loss
2023,Aug,SBI,Jharkhand,Hazaribagh,26,Offsite,SBIJH125447,Q3,1407,616.7,2023.7,24188.52,4837.7,29026.22,29859,4047.41,5879,2689,2024,1700,1586,1068,1060,1134,1858,4506,893,58303.41,87329.63,300.86,Medium,High,Low,Below 0%,Poor,90.17,Loss
2023,Mar,SBI,Jharkhand,Hazaribagh,27,Onsite,SBIJH042987,Q1,5144,1956.31,7100.31,86941.57,17388.31,104329.88,15380,14200.63,3534,1689,1516,590,1478,205,1115,1495,2432,3114,1240,47988.63,152318.51,146.0,High,Medium,Medium,Above 0%,Poor,98.45,High Profit
2023,Sep,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ268287,Q3,2415,867.11,3282.11,40560.53,8112.11,48672.63,23644,6564.21,3365,1086,1127,2816,876,1245,1481,1499,2530,2812,1075,50120.21,98792.85,202.97,Medium,High,Medium,Below 0%,Poor,90.25,Loss
2023,Jul,SBI,Jharkhand,Ranchi,30,Onsite,SBIJR109705,Q3,1006,450.11,1456.11,17340.56,3468.11,20808.68,23819,2912.23,4542,2660,2419,1657,594,658,1603,1027,2642,4605,575,49713.23,70521.9,338.91,Low,High,High,Below 0%,Poor,97.91,Loss
2023,Jan,SBI,Jharkhand,Bokaro,25,Offsite,SBIJB135541,Q1,527,301.88,828.88,9414.38,1882.88,11297.26,24574,1657.75,6187,1399,1777,1003,1529,311,1847,1026,1782,4480,1081,48653.75,59951.01,530.67,Low,High,Medium,Below 0%,Poor,92.75,Loss
2023,Aug,SBI,Jharkhand,Jamshedpur,28,Onsite,SBIJJ053532,Q3,823,317.18,1140.18,13930.88,2786.18,16717.06,19804,2280.35,4392,2239,1100,2246,1342,355,1424,1480,1048,3405,1111,42226.35,58943.41,352.59,Low,Medium,Low,Below 0%,Poor,95.15,Loss
2024,Jul,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD116955,Q3,929,438.9,1367.9,16129.5,3225.9,19355.4,14064,2735.8,5987,1060,1935,1911,1098,248,1303,1320,1022,3916,1124,37723.8,57079.21,294.9,Low,High,Medium,Below 0%,Poor,90.33,Loss
2024,Aug,SBI,Jharkhand,Dhanbad,26,Offsite,SBIJD078435,Q3,1122,347.48,1469.48,18567.42,3713.48,22280.9,18757,2938.97,4280,1804,2676,2718,1018,512,1630,1348,1884,2007,921,42493.97,64774.87,290.72,Low,Low,Medium,Below 0%,Poor,90.41,Loss
